decibeles,minutosPartido
"88,40",114:56
"85,50",114:57
"85,30",114:58
"84,60",114:59
"84,10",115:00
"83,30",115:01
"84,70",115:03
"85,70",115:03
"84,80",115:04
"84,40",115:05
"84,40",115:06
"79,30",115:07
"82,90",115:08
"80,90",115:09
"81,90",115:10
"81,50",115:11
"82,60",115:12
"82,60",115:13
"82,60",115:14
"82,20",115:15
"82,30",115:16
"83,30",115:17
"82,90",115:18
"83,40",115:19
"82,60",115:20
"82,50",115:21
"82,50",115:22
"83,10",115:23
"82,00",115:24
"82,60",115:25
"83,00",115:26
"83,50",115:27
"83,10",115:28
"83,20",115:30
"84,20",115:30
"84,60",115:31
"88,90",115:32
"80,20",115:33
"81,60",115:34
"85,70",115:35
"84,60",115:36
"83,30",115:37
"84,90",115:38
"84,20",115:39
"82,30",115:40
"82,90",115:41
"82,60",115:42
"84,10",115:43
"84,30",115:44
"83,10",115:45
"82,60",115:46
"80,70",115:48
"82,60",115:48
"83,50",115:49
"83,00",115:50
"81,70",115:51
"90,40",115:52
"86,60",115:53
"87,30",115:54
"81,80",115:55
"83,70",115:56
"83,90",115:57
"85,60",115:58
"93,30",115:59
"85,00",116:00
"84,20",116:01
"80,00",116:02
"85,90",116:03
"83,40",116:04
"82,90",116:05
"84,80",116:06
"83,50",116:07
"86,70",116:08
"83,80",116:09
"79,50",116:10
"84,70",116:11
"81,60",116:12
"86,90",116:13
"83,40",116:15
"82,90",116:15
"80,40",116:16
"85,80",116:17
"85,70",116:18
"85,00",116:19
"81,50",116:20
"84,20",116:21
"88,00",116:22
"84,10",116:23
"81,90",116:24
"86,80",116:25
"86,60",116:26
"83,50",116:27
"84,50",116:28
"86,60",116:29
"89,30",116:30
"85,60",116:31
"82,70",116:33
"85,40",116:33
"78,80",116:34
"85,80",116:35
"85,30",116:36
"83,50",116:37
"80,70",116:38
"80,50",116:39
"80,70",116:40
"84,10",116:41
"84,50",116:42
"85,60",116:43
"82,90",116:44
"80,40",116:45
"80,30",116:46
"82,30",116:47
"84,30",116:48
"85,60",116:49
"80,70",116:50
"84,40",116:51
"85,50",116:52
"79,70",116:53
"85,50",116:54
"83,80",116:55
"84,80",116:56
"84,80",116:57
"81,90",116:58
"82,60",117:00
"78,10",117:00
"86,20",117:01
"79,80",117:02
"82,00",117:03
"82,70",117:04
"81,90",117:05
"85,70",117:06
"86,80",117:07
"80,20",117:08
"83,20",117:09
"84,20",117:10
"83,30",117:11
"83,50",117:12
"77,60",117:13
"81,90",117:14
"85,00",117:15
"85,20",117:16
"80,70",117:18
"87,00",117:18
"86,90",117:19
"84,00",117:20
"85,80",117:21
"86,70",117:22
"92,70",117:23
"93,40",117:24
"90,30",117:25
"85,90",117:26
"86,80",117:27
"85,50",117:28
"85,50",117:29
"86,70",117:30
"83,20",117:31
"86,40",117:32
"79,10",117:33
"85,30",117:34
"86,90",117:35
"81,30",117:36
"80,60",117:37
"87,20",117:38
"80,50",117:39
"83,00",117:40
"80,20",117:41
"82,60",117:42
"82,10",117:43
"85,00",117:45
"81,60",117:45
"87,20",117:46
"101,00",117:47
"94,70",117:48
"85,80",117:49
"83,40",117:50
"79,60",117:51
"79,10",117:52
"79,10",117:53
"79,60",117:54
"80,40",117:55
"79,20",117:56
"80,20",117:57
"83,50",117:58
"83,20",117:59
"79,10",118:00
"79,50",118:01
"81,10",118:03
"80,40",118:03
"80,50",118:04
"81,20",118:05
"84,00",118:06
"80,80",118:07
"84,30",118:08
"83,40",118:09
"81,80",118:10
"82,30",118:11
"83,30",118:12
"81,40",118:13
"83,70",118:14
"80,10",118:15
"80,20",118:16
"85,60",118:17
"83,20",118:18
"80,80",118:19
"82,60",118:20
"82,30",118:21
"82,30",118:22
"81,30",118:23
"84,90",118:24
"86,10",118:25
"85,00",118:26
"88,80",118:27
"93,30",118:28
"98,70",118:30
"104,20",118:30
"100,00",118:31
"99,60",118:32
"111,40",118:33
"111,60",118:34
"107,60",118:35
"106,50",118:36
"105,70",118:37
"104,10",118:38
"102,70",118:39
"102,60",118:40
"104,50",118:41
"101,60",118:42
"100,90",118:43
"100,00",118:44
"103,00",118:45
"100,70",118:46
"101,90",118:48
"100,60",118:48
"100,00",118:49
"99,80",118:50
"101,80",118:51
"103,00",118:52
"103,10",118:53
"98,90",118:54
"99,30",118:55
"99,80",118:56
"102,90",118:57
"101,30",118:58
"97,80",118:59
"98,70",119:00
"98,40",119:01
"94,40",119:02
"97,20",119:03
"97,10",119:04
"94,80",119:05
"96,00",119:06
"99,20",119:07
"100,10",119:08
"91,10",119:09
"92,70",119:10
"97,20",119:11
"96,90",119:12
"98,70",119:13
"96,40",119:15
"97,80",119:15
"96,10",119:16
"91,10",119:17
"95,90",119:18
"95,70",119:19
"98,80",119:20
"95,90",119:21
"92,00",119:22
"91,50",119:23
"88,90",119:24
"86,10",119:25
"85,50",119:26
"86,60",119:27
"88,60",119:28
"84,60",119:29
"85,50",119:30
"88,60",119:31
"90,70",119:33
"95,00",119:33
"91,60",119:34
"92,40",119:35
"92,80",119:36
"88,60",119:37
"89,60",119:38
"90,10",119:39
"93,00",119:40
"93,40",119:41
"93,80",119:42
"94,10",119:43
"95,40",119:44
"94,50",119:45
"94,00",119:46
"93,90",119:47
"97,30",119:48
"91,20",119:49
"92,40",119:50
"92,20",119:51
"95,50",119:52
"94,20",119:53
"90,30",119:54
"88,90",119:55
"88,20",119:56
"89,20",119:57
"90,40",119:58
"92,60",120:00
"89,20",120:00
"86,70",120:01
"89,80",120:02
"96,50",120:03
"93,70",120:04
"91,70",120:05
"92,20",120:06
"89,20",120:07
"89,10",120:08
"90,30",120:09
"91,70",120:10
"91,40",120:11
"93,20",120:12
"94,60",120:13
"89,40",120:14
"89,10",120:15
"91,30",120:16
"88,60",120:18
"93,50",120:18
"92,90",120:19
"92,20",120:20
"92,90",120:21
"91,10",120:22
"92,00",120:23
"95,50",120:24
"94,40",120:25
"89,70",120:26
"92,40",120:27
"90,60",120:28
"94,20",120:29
"87,90",120:30
"87,50",120:31
"91,30",120:32
"88,00",120:33
"86,00",120:34
"86,70",120:35
"87,40",120:36
"86,50",120:37
"87,20",120:38
"88,20",120:39
"83,90",120:40
"85,20",120:41
"84,50",120:42
"84,90",120:43
"85,10",120:45
"88,40",120:45
"85,60",120:46
"89,60",120:47
"90,20",120:48
"92,70",120:49
"92,80",120:50
"86,60",120:51
"86,90",120:52
"85,40",120:53
"83,30",120:54
"84,10",120:55
"85,20",120:56
"85,70",120:57
"87,80",120:58
"87,10",120:59
"87,60",121:00
"96,40",121:01
"84,60",121:03
"86,80",121:03
"86,40",121:04
"94,10",121:05
"89,80",121:06
"90,40",121:07
"89,60",121:08
"94,60",121:09
"96,80",121:10
"91,90",121:11
"91,50",121:12
"90,90",121:13
"90,10",121:14
"90,20",121:15
"88,30",121:16
"88,80",121:17
"92,10",121:18
"90,90",121:19
"92,90",121:20
"89,20",121:21
"89,90",121:22
"90,20",121:23
"89,50",121:24
"91,10",121:25
"93,30",121:26
"88,20",121:27
"94,60",121:28
"90,40",121:30
"86,70",121:30
"87,50",121:31
"86,70",121:32
"91,40",121:33
"91,00",121:34
"90,90",121:35
"89,50",121:36
"90,90",121:37
"86,40",121:38
"90,40",121:39
"100,40",121:40
"96,00",121:41
"95,40",121:42
"90,00",121:43
"86,60",121:44
"86,60",121:45
"93,00",121:46
"90,70",121:48
"83,80",121:48
"93,10",121:49
"96,80",121:50
"95,00",121:51
"93,90",121:52
"96,00",121:53
"96,50",121:54
"88,80",121:55
"89,00",121:56
"89,50",121:57
"87,60",121:58
"87,50",121:59
"87,80",122:00
"86,00",122:01
"88,00",122:02
"94,30",122:03
"97,20",122:04
"92,50",122:05
"91,30",122:06
"90,40",122:07
"86,90",122:08
"86,90",122:09
"85,20",122:10
"85,00",122:11
"88,40",122:12
"84,40",122:13
"84,90",122:15
"84,80",122:15
"85,10",122:16
"88,90",122:17
"88,80",122:18
"86,60",122:19
"84,40",122:20
"88,00",122:21
"87,40",122:22
"91,30",122:23
"88,10",122:24
"88,70",122:25
"91,10",122:26
"89,10",122:27
"94,40",122:28
"96,40",122:29
"101,10",122:30
"96,80",122:31
"95,60",122:33
"96,00",122:33
"95,30",122:34
"99,00",122:35
"95,30",122:36
"98,70",122:37
"96,20",122:38
"94,00",122:39
"95,30",122:40
"93,80",122:41
"94,60",122:42
"86,10",122:43
"86,40",122:44
"89,80",122:45
"92,30",122:46
"92,70",122:47
"93,80",122:48
"93,30",122:49
"89,70",122:50
"86,50",122:51
"82,60",122:52
"84,10",122:53
"87,20",122:54
"90,30",122:55
"86,60",122:56
"83,60",122:57
"80,60",122:58
"82,90",123:00
"85,70",123:00
"84,50",123:01
"86,60",123:02
"84,10",123:03
"85,80",123:04
"84,90",123:05
"87,30",123:06
"83,70",123:07
"85,30",123:08
"84,60",123:09
"85,90",123:10
"85,20",123:11
"86,00",123:12
"85,30",123:13
"84,70",123:14
"85,80",123:15
"89,10",123:16
"87,60",123:18
"87,60",123:18
"91,40",123:19
"98,20",123:20
"93,60",123:21
"90,50",123:22
"85,40",123:23
"88,30",123:24
"86,00",123:25
