timestamp,db,min partido,jugada,clave,valorinicial,avg
6/15/2014 8:41:03 PM,77.50,83:20,,,1,88.43
6/15/2014 8:41:13 PM,84.50,83:30,,,1,90.04
6/15/2014 8:41:23 PM,85.60,83:40,,,1,91.33
6/15/2014 8:41:33 PM,90.30,83:50,,,1,91.81
6/15/2014 8:41:43 PM,90.70,84:00,,,1,91.55
6/15/2014 8:41:53 PM,91.20,84:10,,,1,91.56
6/15/2014 8:42:03 PM,90.50,84:20,,,1,91.55
6/15/2014 8:42:13 PM,93.00,84:30,,,1,91.89
6/15/2014 8:42:23 PM,87.70,84:40,,,1,91.73
6/15/2014 8:42:33 PM,93.30,84:50,,,1,91.76
6/15/2014 8:42:43 PM,93.60,85:00,,,1,91.74
6/15/2014 8:42:53 PM,97.40,85:10,,,1,91.61
6/15/2014 8:43:03 PM,90.40,85:20,,,1,90.96
6/15/2014 8:43:13 PM,87.70,85:30,,,1,90.94
6/15/2014 8:43:23 PM,90.80,85:40,,,1,91.39
6/15/2014 8:43:33 PM,91.10,85:50,,,1,91.67
6/15/2014 8:43:43 PM,93.90,86:00,,,1,91.82
6/15/2014 8:43:53 PM,91.40,86:10,,,1,91.69
6/15/2014 8:44:03 PM,88.00,86:20,,,1,91.89
6/15/2014 8:44:13 PM,93.10,86:30,,,1,92.25
6/15/2014 8:44:23 PM,92.30,86:40,,,1,91.71
6/15/2014 8:44:33 PM,90.90,86:50,,,1,91.42
6/15/2014 8:44:43 PM,90.20,87:00,,,1,91.54
6/15/2014 8:44:53 PM,92.20,87:10,,,1,92.09
6/15/2014 8:45:03 PM,93.60,87:20,,,1,92.10
6/15/2014 8:45:13 PM,92.60,87:30,,,1,91.79
6/15/2014 8:45:23 PM,92.60,87:40,,,1,91.90
6/15/2014 8:45:33 PM,93.40,87:50,,,1,91.84
6/15/2014 8:45:43 PM,91.60,88:00,,,1,91.59
6/15/2014 8:45:53 PM,87.70,88:10,,,1,91.53
6/15/2014 8:46:03 PM,89.40,88:20,,,1,91.75
6/15/2014 8:46:13 PM,92.10,88:30,,,1,91.82
6/15/2014 8:46:23 PM,95.70,88:40,,,1,91.76
6/15/2014 8:46:33 PM,92.30,88:50,,,1,91.64
6/15/2014 8:46:43 PM,90.50,89:00,,,1,91.70
6/15/2014 8:46:53 PM,93.70,89:10,,,1,91.98
6/15/2014 8:47:03 PM,92.00,89:20,,,1,91.93
6/15/2014 8:47:13 PM,90.90,89:30,,,1,91.98
6/15/2014 8:47:23 PM,91.00,89:40,,,1,92.51
6/15/2014 8:47:33 PM,89.90,89:50,,,1,92.67
6/15/2014 8:47:43 PM,90.10,90:00,,,1,92.84
6/15/2014 8:47:53 PM,91.50,90:10,,,1,92.97
6/15/2014 8:48:03 PM,94.50,90:20,,,1,92.74
6/15/2014 8:48:13 PM,92.90,90:30,,,1,92.57
6/15/2014 8:48:23 PM,93.30,90:40,,,1,92.10
6/15/2014 8:48:33 PM,93.20,90:50,,,1,91.91
6/15/2014 8:48:43 PM,92.50,91:00,,,1,91.48
6/15/2014 8:48:53 PM,96.20,91:10,,,1,91.27
6/15/2014 8:49:03 PM,92.60,91:20,,,1,91.13
6/15/2014 8:49:13 PM,91.60,91:30,,,1,92.66
6/15/2014 8:49:23 PM,91.40,91:40,,,1,92.35
6/15/2014 8:49:33 PM,89.20,91:50,,,1,92.36
6/15/2014 8:49:43 PM,92.80,92:00,,,1,92.28
6/15/2014 8:49:53 PM,88.20,92:10,,,1,92.01
6/15/2014 8:50:03 PM,91.40,92:20,,,1,92.46
6/15/2014 8:50:13 PM,88.90,92:30,,,1,92.57
6/15/2014 8:50:23 PM,90.40,92:40,,,1,92.94
6/15/2014 8:50:33 PM,94.80,92:50,,,1,93.22
6/15/2014 8:50:43 PM,107.90,93:00,,,1,93.03
6/15/2014 8:50:53 PM,88.50,93:10,,,1,90.90
6/15/2014 8:51:03 PM,91.50,93:20,,,1,91.30
6/15/2014 8:51:13 PM,88.40,93:30,,,1,91.26
6/15/2014 8:51:23 PM,90.10,93:40,,,1,91.98
6/15/2014 8:51:33 PM,92.70,93:50,,,1,92.60
6/15/2014 8:51:43 PM,92.50,94:00,,,1,92.55
6/15/2014 8:51:53 PM,92.60,94:10,,,1,92.60
