decibeles,minutosPartido
"82,40",70:45
"85,70",70:46
"82,30",70:47
"83,20",70:48
"83,50",70:49
"84,60",70:50
"81,50",70:51
"82,80",70:52
"83,10",70:53
"81,40",70:54
"85,30",70:55
"82,00",70:56
"82,90",70:57
"82,60",70:58
"84,30",70:59
"83,60",71:00
"85,20",71:01
"82,60",71:02
"85,80",71:03
"83,60",71:04
"85,20",71:05
"85,60",71:06
"83,00",71:07
"81,70",71:08
"85,90",71:09
"86,30",71:10
"82,80",71:11
"85,00",71:12
"85,10",71:13
"84,90",71:15
"85,90",71:15
"82,30",71:16
"82,10",71:17
"84,20",71:18
"84,70",71:19
"84,50",71:20
"83,30",71:21
"84,60",71:22
"82,70",71:24
"85,40",71:24
"75,70",71:25
"84,10",71:26
"85,60",71:27
"83,40",71:28
"86,40",71:29
"80,10",71:30
"85,20",71:31
"85,30",71:32
"86,00",71:33
"84,70",71:34
"86,20",71:35
"83,70",71:36
"83,10",71:37
"84,80",71:38
"86,80",71:39
"83,80",71:40
"91,10",71:41
"87,50",71:42
"84,30",71:43
"84,50",71:44
"83,90",71:45
"85,20",71:46
"86,80",71:47
"85,70",71:48
"84,50",71:49
"86,10",71:50
"95,10",71:51
"101,80",71:52
"100,50",71:53
"105,50",71:54
"108,40",71:55
"108,80",71:56
"108,10",71:57
"103,30",71:58
"97,20",72:00
"95,10",72:00
"93,00",72:01
"96,20",72:02
"92,90",72:03
"92,60",72:04
"92,00",72:05
"93,20",72:06
"90,40",72:07
"92,40",72:09
"90,50",72:09
"90,30",72:10
"89,10",72:11
"88,30",72:12
"91,00",72:13
"88,00",72:14
"87,40",72:15
"86,30",72:16
"87,30",72:17
"85,40",72:18
"87,60",72:19
"86,40",72:20
"86,30",72:21
"85,30",72:22
"88,20",72:23
"90,30",72:24
"89,70",72:25
"90,30",72:26
"95,20",72:27
"93,60",72:28
"95,00",72:29
"96,50",72:30
"96,50",72:31
"95,70",72:32
"92,30",72:33
"94,80",72:34
"95,70",72:35
"95,70",72:36
"95,70",72:37
"95,20",72:38
"91,40",72:39
"86,40",72:40
"84,90",72:41
"85,50",72:42
"87,20",72:43
"85,20",72:45
"86,90",72:45
"85,20",72:46
"83,10",72:47
"83,60",72:48
"85,60",72:49
"86,10",72:50
"86,00",72:51
"84,80",72:52
"85,20",72:54
"84,20",72:54
"84,80",72:55
"86,50",72:56
"86,50",72:57
"85,90",72:58
"84,70",72:59
"87,20",73:00
"85,60",73:01
"85,60",73:02
"83,10",73:03
"86,30",73:04
"85,40",73:05
"84,10",73:06
"85,20",73:07
"85,10",73:08
"83,90",73:09
"85,50",73:10
"84,50",73:11
"85,70",73:12
"83,70",73:13
"85,20",73:14
"85,60",73:15
"85,20",73:16
"83,00",73:17
"82,20",73:18
"86,30",73:19
"84,90",73:20
"83,50",73:21
"84,20",73:22
"80,90",73:23
"85,80",73:24
"85,30",73:25
"86,60",73:26
"84,90",73:27
"85,80",73:28
"86,00",73:30
"88,20",73:30
"85,30",73:31
"88,10",73:32
"85,70",73:33
"87,00",73:34
"86,30",73:35
"85,30",73:36
"87,50",73:37
"87,00",73:39
"85,80",73:39
"81,80",73:40
"84,30",73:41
"83,50",73:42
"82,60",73:43
"85,20",73:44
"81,10",73:45
"84,20",73:46
"85,10",73:47
"85,60",73:48
"83,70",73:49
"78,80",73:50
"77,80",73:51
"84,30",73:52
"85,20",73:53
"85,00",73:54
"83,60",73:55
"82,90",73:56
"81,70",73:57
"83,30",73:58
"83,80",73:59
"83,70",74:00
"85,90",74:01
"82,50",74:02
"84,40",74:03
"82,60",74:04
"84,90",74:05
"83,40",74:06
"86,70",74:07
"82,70",74:08
"82,00",74:09
"84,10",74:10
"83,90",74:11
"87,30",74:12
"83,20",74:13
"84,80",74:15
"84,20",74:15
"84,10",74:16
"85,30",74:17
"83,00",74:18
"85,80",74:19
"84,40",74:20
"81,70",74:21
"85,20",74:22
"84,50",74:24
"86,10",74:24
"87,70",74:25
"84,50",74:26
"86,00",74:27
"91,40",74:28
"89,10",74:29
"86,30",74:30
"87,40",74:31
"85,30",74:32
"85,80",74:33
"85,10",74:34
"85,40",74:35
"83,60",74:36
"85,20",74:37
"83,90",74:38
"84,90",74:39
"84,80",74:40
"84,10",74:41
"84,50",74:42
"85,30",74:43
"87,10",74:44
"96,60",74:45
"94,50",74:46
"94,00",74:47
"88,00",74:48
"87,00",74:49
"86,60",74:50
"85,90",74:51
"84,90",74:52
"85,80",74:53
"85,60",74:54
"87,30",74:55
"88,50",74:56
"97,60",74:57
"89,50",74:58
"85,50",75:00
"85,30",75:00
"84,80",75:01
"84,60",75:02
"89,20",75:03
"89,90",75:04
"90,90",75:05
"101,00",75:06
"104,90",75:07
"99,90",75:09
"94,40",75:09
"87,00",75:10
"85,30",75:11
"87,20",75:12
"85,00",75:13
"83,10",75:14
"81,80",75:15
"83,90",75:16
"79,30",75:17
"83,50",75:18
"83,20",75:19
"83,80",75:20
"83,00",75:21
"85,50",75:22
"82,10",75:23
"84,40",75:24
"86,20",75:25
"85,40",75:26
"85,50",75:27
"85,30",75:28
"83,20",75:29
"82,50",75:30
"83,60",75:31
"83,70",75:32
"83,60",75:33
"85,90",75:34
"85,60",75:35
"82,90",75:36
"86,00",75:37
"82,00",75:38
"83,50",75:39
"85,90",75:40
"87,60",75:41
"87,10",75:42
"90,40",75:43
"96,90",75:45
"87,80",75:45
"96,20",75:46
"102,90",75:47
"97,40",75:48
"85,20",75:49
"90,80",75:50
"85,80",75:51
"83,20",75:52
"85,60",75:54
"86,80",75:54
"89,20",75:55
"95,20",75:56
"94,30",75:57
"86,60",75:58
"85,10",75:59
"83,80",76:00
"83,80",76:01
"79,90",76:02
"81,10",76:03
"81,40",76:04
"86,30",76:05
"86,30",76:06
"84,10",76:07
"82,90",76:08
"78,30",76:09
"78,80",76:10
"84,10",76:11
"84,60",76:12
"82,90",76:13
"83,60",76:14
"85,00",76:15
"83,90",76:16
"86,30",76:17
"86,40",76:18
"94,40",76:19
"92,30",76:20
"85,70",76:21
"85,50",76:22
"85,70",76:23
"84,80",76:24
"80,80",76:25
"82,80",76:26
"82,10",76:27
"85,60",76:28
"82,10",76:30
"83,10",76:30
"83,80",76:31
"85,50",76:32
"85,30",76:33
"82,50",76:34
"86,50",76:35
"80,60",76:36
"84,00",76:37
"85,60",76:39
"82,60",76:39
"84,10",76:40
"83,40",76:41
"83,50",76:42
"85,90",76:43
"87,10",76:44
"85,20",76:45
"85,40",76:46
"85,50",76:47
"83,00",76:48
"87,90",76:49
"86,80",76:50
"84,70",76:51
"77,30",76:52
"84,90",76:53
"84,70",76:54
"83,80",76:55
"82,30",76:56
"82,80",76:57
"82,60",76:58
"82,70",76:59
"84,60",77:00
"83,20",77:01
"82,30",77:02
"84,30",77:03
"81,80",77:04
"77,00",77:05
"83,10",77:06
"83,10",77:07
"83,90",77:08
"80,70",77:09
"84,50",77:10
"81,00",77:11
"85,20",77:12
"84,30",77:13
"84,20",77:15
"82,20",77:15
"84,80",77:16
"84,90",77:17
"78,10",77:18
"83,90",77:19
"86,60",77:20
"89,50",77:21
"86,60",77:22
"88,50",77:24
"92,00",77:24
"86,90",77:25
"90,60",77:26
"92,30",77:27
"98,70",77:28
"94,30",77:29
"88,20",77:30
"84,30",77:31
"86,60",77:32
"87,30",77:33
"86,90",77:34
"85,30",77:35
"86,00",77:36
"86,10",77:37
"86,00",77:38
"88,20",77:39
"86,10",77:40
"84,80",77:41
"84,90",77:42
"85,40",77:43
"77,60",77:44
"79,10",77:45
"84,90",77:46
"82,50",77:47
"82,90",77:48
"81,90",77:49
"80,90",77:50
"84,30",77:51
"78,10",77:52
"85,30",77:53
"78,30",77:54
"83,50",77:55
"84,60",77:56
"77,80",77:57
"82,70",77:58
"82,70",78:00
"83,90",78:00
"78,90",78:01
"84,60",78:02
"82,30",78:03
"78,30",78:04
"84,70",78:05
"81,60",78:06
"80,20",78:07
"83,40",78:09
"85,20",78:09
"78,90",78:10
"84,60",78:11
"80,40",78:12
"82,30",78:13
"82,90",78:14
"85,00",78:15
"84,20",78:16
"83,10",78:17
"82,40",78:18
"83,80",78:19
"77,40",78:20
"81,80",78:21
"83,50",78:22
"82,70",78:23
"83,20",78:24
"85,00",78:25
"78,70",78:26
"84,30",78:27
"87,20",78:28
"85,50",78:29
"86,30",78:30
"83,10",78:31
"89,60",78:32
"95,00",78:33
"92,90",78:34
"100,00",78:35
"96,60",78:36
"94,40",78:37
"92,20",78:38
"90,80",78:39
"90,00",78:40
"88,00",78:41
"89,80",78:42
"91,50",78:43
"91,80",78:45
"88,20",78:45
"86,60",78:46
"87,20",78:47
"85,20",78:48
"87,40",78:49
"88,90",78:50
"87,00",78:51
"87,20",78:52
"88,00",78:54
"87,20",78:54
"86,60",78:55
"90,40",78:56
"87,20",78:57
"84,40",78:58
"84,10",78:59
"84,30",79:00
"86,00",79:01
"84,40",79:02
"83,30",79:03
"84,00",79:04
"84,60",79:05
"85,40",79:06
"82,40",79:07
"82,50",79:08
"84,00",79:09
"85,40",79:10
"91,20",79:11
"90,70",79:12
"99,40",79:13
"97,10",79:14
"98,40",79:15
"86,50",79:16
"85,30",79:17
"84,80",79:18
"86,80",79:19
"86,70",79:20
"83,80",79:21
"82,00",79:22
"84,70",79:23
"84,30",79:24
"82,70",79:25
"84,90",79:26
"83,40",79:27
"87,30",79:28
"81,30",79:30
"83,30",79:30
"83,60",79:31
"84,30",79:32
"85,70",79:33
"89,20",79:34
"89,10",79:35
"86,10",79:36
"83,90",79:37
"84,00",79:39
"85,70",79:39
"83,00",79:40
"83,70",79:41
"84,00",79:42
"84,00",79:43
"85,80",79:44
"86,30",79:45
"84,80",79:46
"85,00",79:47
"84,40",79:48
"83,20",79:49
"86,10",79:50
"86,30",79:51
"84,80",79:52
"81,80",79:53
"85,10",79:54
"85,70",79:55
"86,40",79:56
"84,70",79:57
"85,60",79:58
"82,30",79:59
"86,70",80:00
"85,60",80:01
"86,10",80:02
"85,50",80:03
"86,40",80:04
"87,10",80:05
"81,30",80:06
"86,50",80:07
"86,60",80:08
"81,30",80:09
"85,80",80:10
"85,20",80:11
"84,30",80:12
"85,90",80:13
"85,00",80:15
"83,90",80:15
"84,50",80:16
"85,60",80:17
"80,00",80:18
"84,40",80:19
"85,10",80:20
"84,30",80:21
"84,30",80:22
"79,90",80:24
"86,70",80:24
"82,90",80:25
"87,80",80:26
"84,30",80:27
"86,30",80:28
"86,70",80:29
"88,80",80:30
"82,50",80:31
"88,40",80:32
"91,70",80:33
"88,10",80:34
"89,70",80:35
"94,90",80:36
"92,10",80:37
"84,20",80:38
"83,20",80:39
"85,60",80:40
"84,30",80:41
"79,80",80:42
"85,90",80:43
"85,80",80:44
"86,80",80:45
"90,10",80:46
"94,50",80:47
"97,10",80:48
"87,60",80:49
"82,50",80:50
"90,10",80:51
"82,10",80:52
"85,50",80:53
"85,20",80:54
"84,30",80:55
"83,90",80:56
"87,70",80:57
"83,30",80:58
"84,70",81:00
"85,20",81:00
"84,10",81:01
"82,50",81:02
"85,50",81:03
"85,40",81:04
"85,60",81:05
"88,00",81:06
"84,30",81:07
"81,30",81:09
"81,70",81:09
"82,00",81:10
"83,20",81:11
"84,90",81:12
"84,30",81:13
"83,60",81:14
"84,10",81:15
"85,30",81:16
"84,80",81:17
"84,30",81:18
"83,50",81:19
"84,60",81:20
"84,00",81:21
"83,50",81:22
"84,80",81:23
"84,20",81:24
"84,00",81:25
"84,40",81:26
"84,70",81:27
"84,50",81:28
"85,50",81:29
"85,80",81:30
"88,60",81:31
"88,20",81:32
"90,90",81:33
"88,80",81:34
"87,30",81:35
"85,20",81:36
"84,40",81:37
"84,70",81:38
"83,90",81:39
"84,10",81:40
"83,90",81:41
"85,10",81:42
"82,80",81:43
"86,00",81:45
"86,10",81:45
"86,00",81:46
"83,90",81:47
"83,30",81:48
"80,00",81:49
"87,20",81:50
"87,10",81:51
"83,60",81:52
"80,90",81:54
"83,00",81:54
"81,00",81:55
"82,50",81:56
"83,40",81:57
"83,40",81:58
"82,60",81:59
"83,10",82:00
"82,60",82:01
"83,10",82:02
"84,60",82:03
"84,00",82:04
"85,20",82:05
"86,00",82:06
"85,00",82:07
"85,50",82:08
"85,00",82:09
"84,70",82:10
"84,10",82:11
"83,40",82:12
"84,80",82:13
"82,30",82:14
"85,40",82:15
"85,00",82:16
"84,60",82:17
"88,10",82:18
"85,20",82:19
"83,60",82:20
"82,30",82:21
"84,80",82:22
"85,10",82:23
"85,20",82:24
"85,70",82:25
"91,80",82:26
"92,00",82:27
"84,70",82:28
"85,00",82:30
"85,20",82:30
"79,30",82:31
"84,90",82:32
"84,90",82:33
"85,70",82:34
"83,90",82:35
"85,30",82:36
"87,80",82:37
"95,10",82:39
"90,50",82:39
"91,10",82:40
"86,00",82:41
"89,10",82:42
"86,50",82:43
"85,20",82:44
"83,80",82:45
"83,60",82:46
"84,70",82:47
"81,80",82:48
"83,50",82:49
"84,60",82:50
"85,00",82:51
"84,10",82:52
"84,40",82:53
"86,30",82:54
"84,10",82:55
"87,20",82:56
"86,10",82:57
"83,00",82:58
"85,10",82:59
"84,60",83:00
"82,90",83:01
"82,70",83:02
"83,40",83:03
"88,10",83:04
"86,50",83:05
"84,80",83:06
"86,10",83:07
"84,20",83:08
"84,90",83:09
"85,90",83:10
"86,20",83:11
"86,50",83:12
"85,40",83:13
"85,00",83:15
"83,10",83:15
"83,80",83:16
"81,50",83:17
"84,20",83:18
"86,10",83:19
"83,00",83:20
"84,00",83:21
"83,50",83:22
"83,50",83:24
"81,00",83:24
"84,20",83:25
"83,30",83:26
"85,60",83:27
"91,20",83:28
"91,40",83:29
"97,90",83:30
"106,50",83:31
"102,20",83:32
"101,80",83:33
"108,70",83:34
"108,90",83:35
"108,00",83:36
"103,80",83:37
"97,20",83:38
"94,20",83:39
"90,90",83:40
"91,20",83:41
"92,00",83:42
"89,30",83:43
"88,90",83:44
"89,60",83:45
"88,20",83:46
"88,40",83:47
"87,60",83:48
"86,70",83:49
"87,60",83:50
"87,70",83:51
"87,50",83:52
"86,10",83:53
"84,50",83:54
"86,90",83:55
"86,70",83:56
"89,80",83:57
"99,40",83:58
"90,30",84:00
"87,30",84:00
"85,30",84:01
"90,90",84:02
"95,50",84:03
"94,20",84:04
"92,40",84:05
"91,90",84:06
"88,70",84:07
"88,30",84:09
"87,80",84:09
"87,20",84:10
"86,40",84:11
"83,90",84:12
"86,20",84:13
"81,50",84:14
"85,30",84:15
"85,10",84:16
"85,50",84:17
"85,00",84:18
"84,30",84:19
"80,80",84:20
"85,20",84:21
"83,80",84:22
"80,90",84:23
"83,00",84:24
"84,50",84:25
"81,60",84:26
"86,00",84:27
"86,40",84:28
"86,00",84:29
"86,00",84:30
"83,50",84:31
"85,50",84:32
"85,90",84:33
"86,40",84:34
"87,50",84:35
"85,30",84:36
"87,20",84:37
"86,10",84:38
"86,50",84:39
"86,30",84:40
"85,40",84:41
"86,90",84:42
"86,10",84:43
"85,80",84:45
"87,60",84:45
"86,40",84:46
"85,20",84:47
"86,60",84:48
"87,20",84:49
"83,70",84:50
"85,40",84:51
"86,20",84:52
"85,00",84:54
"81,80",84:54
"85,70",84:55
"85,00",84:56
"85,70",84:57
"86,10",84:58
"85,70",84:59
"84,00",85:00
"85,70",85:01
"85,30",85:02
"86,90",85:03
"84,10",85:04
"86,90",85:05
"86,40",85:06
"85,20",85:07
"85,70",85:08
"85,00",85:09
"87,50",85:10
"85,40",85:11
"84,60",85:12
"78,00",85:13
"78,40",85:14
"85,50",85:15
"85,80",85:16
"89,00",85:17
"87,70",85:18
"86,50",85:19
"85,40",85:20
"83,10",85:21
"85,40",85:22
"82,30",85:23
"85,60",85:24
"82,40",85:25
"83,90",85:26
"77,80",85:27
"79,50",85:28
"82,70",85:30
"84,90",85:30
"85,30",85:31
"86,00",85:32
"85,00",85:33
"85,00",85:34
"83,00",85:35
"81,70",85:36
"81,40",85:37
"85,30",85:39
"83,60",85:39
"87,00",85:40
"85,40",85:41
"84,80",85:42
"82,50",85:43
"84,60",85:44
"83,40",85:45
"83,40",85:46
"85,50",85:47
"86,70",85:48
"85,30",85:49
"82,10",85:50
"81,30",85:51
"84,10",85:52
"81,80",85:53
"85,30",85:54
"82,40",85:55
"82,50",85:56
"84,30",85:57
"79,40",85:58
"84,80",85:59
"85,20",86:00
"83,20",86:01
"86,00",86:02
"85,90",86:03
"84,30",86:04
"90,40",86:05
"91,80",86:06
"87,80",86:07
"86,60",86:08
"85,60",86:09
"82,60",86:10
"83,30",86:11
"81,50",86:12
"84,90",86:13
"82,40",86:15
"78,30",86:15
"81,30",86:16
"80,30",86:17
"83,20",86:18
"86,40",86:19
"86,30",86:20
"85,30",86:21
"81,30",86:22
"80,70",86:24
"80,80",86:24
"83,80",86:25
"84,00",86:26
"80,20",86:27
"86,40",86:28
"81,50",86:29
"86,00",86:30
"78,30",86:31
"83,70",86:32
"85,70",86:33
"78,70",86:34
"84,70",86:35
"78,50",86:36
"84,60",86:37
"84,00",86:38
"79,40",86:39
"84,80",86:40
"85,70",86:41
"82,60",86:42
"81,30",86:43
"85,10",86:44
"84,80",86:45
"85,40",86:46
"86,40",86:47
"84,80",86:48
"83,90",86:49
"86,10",86:50
"85,40",86:51
"82,80",86:52
"84,80",86:53
"83,80",86:54
"84,40",86:55
"83,40",86:56
"86,80",86:57
"86,70",86:58
"85,10",87:00
"84,50",87:00
"83,50",87:01
"84,70",87:02
"82,50",87:03
"81,80",87:04
"78,40",87:05
"85,50",87:06
"81,60",87:07
"79,90",87:09
"82,10",87:09
"81,80",87:10
"84,80",87:11
"83,60",87:12
"86,50",87:13
"81,10",87:14
"85,40",87:15
"85,20",87:16
"80,80",87:17
"84,80",87:18
"86,00",87:19
"82,10",87:20
"85,20",87:21
"85,10",87:22
"82,80",87:23
"84,80",87:24
"81,60",87:25
"84,70",87:26
"85,10",87:27
"84,30",87:28
"84,40",87:29
"81,70",87:30
"81,90",87:31
"84,70",87:32
"85,50",87:33
"85,60",87:34
"85,30",87:35
"86,50",87:36
"85,90",87:37
"79,70",87:38
"84,90",87:39
"86,60",87:40
"83,30",87:41
"80,20",87:42
"88,60",87:43
"83,90",87:45
"84,10",87:45
"86,80",87:46
"84,30",87:47
"85,90",87:48
"88,50",87:49
"86,60",87:50
"85,30",87:51
"85,40",87:52
"86,00",87:54
"85,90",87:54
"87,00",87:55
"85,30",87:56
"85,10",87:57
"84,60",87:58
"86,00",87:59
"82,90",88:00
"83,00",88:01
"82,90",88:02
"77,30",88:03
"79,60",88:04
"77,60",88:05
"82,60",88:06
"87,50",88:07
"81,00",88:08
"83,00",88:09
"82,50",88:10
"82,60",88:11
"85,30",88:12
"81,90",88:13
"84,50",88:14
"82,50",88:15
"81,50",88:16
"79,40",88:17
"81,60",88:18
"79,20",88:19
"81,80",88:20
"82,80",88:21
"83,60",88:22
"83,80",88:23
"82,70",88:24
"82,40",88:25
"80,90",88:26
"79,30",88:27
"81,80",88:28
"84,20",88:30
"82,70",88:30
"82,00",88:31
"81,60",88:32
"83,10",88:33
"92,50",88:34
"88,30",88:35
"85,50",88:36
"82,90",88:37
"88,00",88:39
"88,40",88:39
"83,90",88:40
"85,30",88:41
"81,90",88:42
"80,60",88:43
"82,90",88:44
"81,60",88:45
"81,30",88:46
"81,60",88:47
"82,20",88:48
"80,40",88:49
"83,40",88:50
"82,70",88:51
"80,00",88:52
"81,00",88:53
"82,50",88:54
"82,30",88:55
"83,00",88:56
"83,80",88:57
"79,10",88:58
"83,70",88:59
"83,90",89:00
"83,90",89:01
"83,60",89:02
"85,90",89:03
"82,10",89:04
"82,30",89:05
"82,90",89:06
"79,50",89:07
"84,60",89:08
"80,00",89:09
"81,30",89:10
"86,30",89:11
"80,70",89:12
"82,60",89:13
"87,50",89:15
"83,50",89:15
"81,30",89:16
"83,50",89:17
"82,10",89:18
"84,50",89:19
"85,10",89:20
"82,80",89:21
"80,00",89:22
"78,60",89:24
"77,50",89:24
"81,00",89:25
"78,50",89:26
"81,20",89:27
"80,70",89:28
"82,80",89:29
"81,10",89:30
"80,00",89:31
"79,30",89:32
"86,80",89:33
"92,00",89:34
"93,50",89:35
"84,80",89:36
"84,30",89:37
"82,10",89:38
"91,70",89:39
"85,90",89:40
"80,60",89:41
"87,10",89:42
"91,20",89:43
"92,50",89:44
"98,80",89:45
"91,80",89:46
"82,70",89:47
"85,00",89:48
"82,50",89:49
"84,00",89:50
"87,50",89:51
"82,00",89:52
"81,80",89:53
"83,20",89:54
"81,40",89:55
"81,60",89:56
"85,00",89:57
"80,10",89:58
"82,60",90:00
"80,50",90:00
"79,10",90:01
"78,00",90:02
"79,10",90:03
"78,90",90:04
"80,40",90:05
"82,70",90:06
"84,00",90:07
"85,50",90:09
"84,60",90:09
"84,70",90:10
"85,80",90:11
"81,90",90:12
"80,70",90:13
"80,60",90:14
"80,00",90:15
"82,20",90:16
"81,20",90:17
"79,90",90:18
"82,80",90:19
"81,60",90:20
"82,00",90:21
"82,40",90:22
"81,90",90:23
"80,70",90:24
"81,70",90:25
"80,60",90:26
"79,50",90:27
"79,90",90:28
"79,70",90:29
"79,50",90:30
"79,20",90:31
"80,50",90:32
"82,80",90:33
"82,40",90:34
"82,20",90:35
"82,40",90:36
"81,70",90:37
"82,90",90:38
"83,30",90:39
"82,20",90:40
"82,00",90:41
"83,00",90:42
"83,10",90:43
"81,40",90:45
"81,30",90:45
"81,80",90:46
"82,30",90:47
"81,90",90:48
"80,30",90:49
"80,00",90:50
"83,80",90:51
"83,80",90:52
"82,50",90:54
"81,10",90:54
"80,20",90:55
"81,90",90:56
"74,60",90:57
"79,30",90:58
"86,40",90:59
